,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,Heating,HeatingQC,CentralAir,Electrical,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,Fence,MiscFeature,MoSold,YrSold,SaleType,SaleCondition,SalePrice,TotalSF,Has2Floor,HasBsmt
1272,1273,20,RL,71.0,13526,Pave,No Alley,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1965,1965,Hip,CompShg,HdBoard,Plywood,114.0,114.0,3,3,CBlock,3,3,1,GasA,3,Y,SBrkr,1,0,1,0,3,3,5,Typ,0,0,Attchd,1965.0,Unf,1,288,3,3,Y,1,0,0,0,0,0,MnPrv,No Shed,11,2006,WD,Normal,11.827743504053695,1870,0,1
1273,1274,80,RL,124.0,11512,Pave,No Alley,IR1,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,SLvl,6,7,1959,2006,Gable,CompShg,Plywood,Plywood,84.0,84.0,3,3,CBlock,3,3,3,GasA,4,Y,SBrkr,1,0,1,0,2,5,5,Typ,1,4,Basment,1959.0,RFn,1,312,3,3,Y,0,0,0,0,1,0,GdPrv,No Shed,5,2008,WD,Normal,12.083910661257521,2376,0,1
1274,1275,50,RL,53.0,5362,Pave,No Alley,Reg,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,5,6,1910,2003,Gable,CompShg,Wd Sdng,Wd Shng,0.0,0.0,3,3,PConc,3,3,1,GasA,5,Y,SBrkr,0,0,2,0,3,3,8,Typ,1,4,Detchd,1985.0,Unf,2,552,3,3,Y,1,0,1,0,0,0,No Fence,No Shed,11,2007,WD,Normal,11.842236406331555,1911,1,1
1275,1276,90,RL,95.0,11345,Pave,No Alley,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,Duplex,2Story,5,5,1948,1950,Gable,Roll,AsbShng,AsbShng,567.0,567.0,3,3,CBlock,3,3,1,GasA,4,Y,FuseA,0,0,2,0,4,3,10,Typ,0,0,Detchd,1948.0,Unf,2,400,3,2,Y,0,0,0,0,0,0,No Fence,No Shed,7,2007,WD,Normal,11.827743504053695,2848,1,1
1276,1277,60,RL,80.0,12936,Pave,No Alley,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,6,1972,1972,Gable,CompShg,HdBoard,Plywood,0.0,0.0,3,3,CBlock,3,4,1,GasA,3,Y,SBrkr,0,1,1,1,3,3,6,Typ,1,3,Attchd,1972.0,Unf,2,497,3,3,Y,1,1,0,0,0,0,No Fence,No Shed,12,2009,WD,Normal,11.995357787034976,2118,1,1
1277,1278,80,RL,80.0,17871,Pave,No Alley,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,6,5,1967,1976,Gable,CompShg,HdBoard,HdBoard,359.0,359.0,3,3,CBlock,4,3,3,GasA,2,Y,SBrkr,1,0,1,1,3,3,7,Typ,1,4,Attchd,1967.0,RFn,2,480,3,3,Y,0,0,0,0,0,0,No Fence,No Shed,6,2009,WD,Normal,12.19552218463499,3404,0,1
1278,1279,60,RL,75.0,9473,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,0.0,0.0,4,3,PConc,4,3,1,GasA,5,Y,SBrkr,1,0,2,1,3,4,7,Typ,1,4,Attchd,2002.0,RFn,2,577,3,3,Y,0,1,0,0,0,0,No Fence,No Shed,3,2008,WD,Normal,12.37581963951765,3159,1,1
1279,1280,50,C (all),60.0,7500,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,4,4,1920,1950,Gable,CompShg,MetalSd,MetalSd,0.0,0.0,3,4,CBlock,3,3,1,GasA,3,Y,FuseA,0,0,1,0,2,3,6,Typ,0,0,Detchd,1980.0,RFn,2,528,3,3,Y,1,0,1,0,0,0,No Fence,No Shed,4,2010,COD,Abnorml,11.133142723386813,1826,1,1
1280,1281,20,RL,67.0,9808,Pave,No Alley,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,110.0,110.0,4,3,PConc,4,3,1,GasA,5,Y,SBrkr,1,0,2,0,3,4,6,Typ,0,0,Attchd,2002.0,RFn,2,544,3,3,Y,0,1,0,0,0,0,No Fence,No Shed,3,2009,WD,Normal,12.33270970174018,3146,0,1
1281,1282,20,RL,50.0,8049,Pave,No Alley,IR1,Lvl,AllPub,CulDSac,Gtl,Timber,Norm,Norm,1Fam,1Story,7,5,1990,1990,Hip,CompShg,HdBoard,HdBoard,54.0,54.0,3,3,CBlock,4,3,1,GasA,3,Y,SBrkr,1,0,2,0,2,3,6,Typ,1,3,Attchd,1990.0,Fin,2,484,4,4,Y,0,1,0,0,1,0,No Fence,No Shed,7,2006,WD,Normal,12.100717685412471,2648,0,1
1282,1283,20,RL,61.0,8800,Pave,No Alley,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,7,1977,2008,Gable,CompShg,HdBoard,HdBoard,0.0,0.0,3,3,CBlock,4,3,2,GasA,3,Y,SBrkr,0,0,2,0,3,4,5,Typ,0,0,Detchd,1977.0,Unf,2,484,3,3,Y,0,0,0,0,1,0,No Fence,No Shed,9,2009,WD,Normal,11.921725007667265,2080,0,1
1283,1284,90,RL,94.0,9400,Pave,No Alley,Reg,Low,AllPub,Corner,Gtl,Mitchel,Norm,Norm,Duplex,2Story,6,5,1971,1971,Mansard,CompShg,MetalSd,Wd Shng,0.0,0.0,3,3,CBlock,3,3,3,GasA,3,Y,SBrkr,0,0,2,2,4,3,8,Typ,0,0,No Garage,1979.0,No Garage,0,0,0,0,Y,1,0,0,0,0,0,No Fence,No Shed,4,2010,WD,Normal,11.842236406331555,2736,1,1
1284,1285,50,RL,50.0,9638,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Feedr,Norm,1Fam,1.5Fin,6,7,1919,1990,Gable,CompShg,Wd Sdng,Wd Shng,0.0,0.0,3,3,PConc,3,3,1,GasA,5,Y,SBrkr,0,0,2,0,4,4,10,Min2,1,4,Detchd,1969.0,Unf,1,336,3,3,Y,1,0,1,0,1,0,No Fence,No Shed,3,2010,WD,Normal,12.037659911047468,3251,1,1
1285,1286,50,RM,50.0,6000,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,6,1939,1950,Gable,CompShg,MetalSd,MetalSd,0.0,0.0,3,2,CBlock,3,3,1,GasA,5,Y,FuseF,0,0,1,0,4,3,6,Typ,1,4,Detchd,1939.0,Unf,1,280,3,3,Y,1,0,0,0,0,0,No Fence,No Shed,5,2009,WD,Normal,11.794345471549745,2192,1,1
1286,1287,20,RL,80.0,9790,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Feedr,Norm,1Fam,1Story,6,5,1963,1963,Hip,CompShg,HdBoard,HdBoard,451.0,451.0,3,3,CBlock,3,3,1,GasA,3,Y,SBrkr,1,0,1,1,3,3,6,Typ,2,4,Attchd,1963.0,Unf,2,528,3,3,Y,0,1,0,0,0,0,No Fence,No Shed,6,2010,WD,Normal,11.870606902224587,2656,0,1
1287,1288,20,RL,80.0,36500,Pave,No Alley,IR1,Low,AllPub,Inside,Mod,ClearCr,Norm,Norm,1Fam,1Story,5,5,1964,1964,Gable,CompShg,Wd Sdng,Wd Sdng,621.0,621.0,3,4,CBlock,3,3,3,GasA,2,Y,SBrkr,0,1,2,0,4,3,7,Typ,0,0,Attchd,1964.0,Unf,2,390,3,3,N,1,1,0,0,0,0,No Fence,No Shed,6,2006,WD,Normal,12.154784614286667,3206,0,1
1288,1289,120,RL,40.0,5664,Pave,No Alley,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,2000,2000,Gable,CompShg,CemntBd,CmentBd,0.0,0.0,4,3,PConc,4,3,1,GasA,5,Y,SBrkr,1,0,2,0,2,5,5,Typ,1,5,Attchd,2000.0,Fin,2,499,3,3,Y,1,1,0,0,0,0,No Fence,No Shed,10,2009,WD,Normal,12.535379989788607,3160,0,1
1289,1290,60,RL,86.0,11065,Pave,No Alley,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,788.0,788.0,4,3,PConc,4,3,2,GasA,5,Y,SBrkr,0,0,2,1,3,5,8,Typ,1,4,BuiltIn,2006.0,Fin,3,753,3,3,Y,1,1,0,0,0,0,No Fence,No Shed,10,2006,New,Partial,12.546113507028412,3055,1,1
1290,1291,80,RL,73.0,14112,Pave,No Alley,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,7,1964,1964,Hip,CompShg,Wd Sdng,HdBoard,86.0,86.0,3,3,PConc,3,3,3,GasA,3,Y,SBrkr,1,0,1,0,3,3,6,Typ,1,4,Attchd,1964.0,RFn,2,484,3,3,Y,1,0,0,0,0,0,No Fence,No Shed,4,2010,WD,Normal,12.103491596905931,2304,0,1
1291,1292,160,RM,21.0,1680,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,5,7,1972,1972,Gable,CompShg,CemntBd,CmentBd,268.0,268.0,3,3,CBlock,3,3,1,GasA,3,Y,SBrkr,0,0,2,1,3,3,6,Typ,0,0,Detchd,1972.0,Unf,1,264,3,3,Y,1,0,0,0,0,0,No Fence,No Shed,2,2009,WD,Normal,11.691080018519527,1932,1,1
1292,1293,70,RM,60.0,6600,Pave,No Alley,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,4,1892,1965,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,0.0,3,3,Stone,3,3,1,GasA,3,N,SBrkr,0,0,2,0,4,3,11,Min2,0,0,Attchd,1985.0,RFn,1,432,3,3,Y,0,1,0,0,0,0,No Fence,No Shed,12,2009,WD,Normal,11.58525542883217,3366,1,1
1293,1294,60,RL,78.0,10140,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,5,1976,1976,Gable,CompShg,HdBoard,HdBoard,0.0,0.0,3,3,PConc,4,3,1,GasA,3,Y,SBrkr,0,0,2,1,4,3,8,Typ,1,3,Attchd,1976.0,RFn,2,528,3,3,Y,0,1,0,0,1,0,GdWo,No Shed,3,2006,WD,Normal,12.000897933306716,2496,1,1
1294,1295,20,RL,60.0,8172,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,7,1955,1990,Hip,CompShg,WdShing,Plywood,0.0,0.0,3,3,CBlock,3,3,1,GasA,3,Y,SBrkr,1,0,1,0,2,3,5,Typ,0,0,Detchd,1957.0,Unf,2,572,3,3,N,0,0,0,0,0,0,No Fence,No Shed,4,2006,WD,Normal,11.652696102959753,1728,0,1
1295,1296,20,RL,70.0,8400,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,5,5,1968,1968,Hip,CompShg,HdBoard,HdBoard,168.0,168.0,3,3,CBlock,3,3,3,GasA,4,Y,SBrkr,1,0,1,1,3,3,5,Typ,0,0,Attchd,1968.0,RFn,1,288,3,3,Y,1,0,0,0,0,0,GdWo,No Shed,11,2006,WD,Normal,11.83863282480007,2104,0,1
1296,1297,20,RL,80.0,8700,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1963,1963,Hip,CompShg,MetalSd,MetalSd,148.0,148.0,3,4,CBlock,3,3,2,GasA,4,Y,SBrkr,1,0,2,0,3,3,6,Typ,0,0,Attchd,1963.0,RFn,2,525,3,3,Y,1,1,1,0,0,0,MnPrv,No Shed,12,2008,WD,Normal,11.951186847493476,2248,0,1
1297,1298,180,RM,35.0,3675,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,TwnhsE,SFoyer,6,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,82.0,82.0,3,3,PConc,4,3,4,GasA,4,Y,SBrkr,1,0,2,0,2,3,5,Typ,0,0,Basment,2005.0,Fin,2,525,3,3,Y,0,1,0,0,0,0,No Fence,No Shed,6,2006,New,Partial,11.849404844423074,1619,0,1
1298,1299,60,RL,313.0,63887,Pave,No Alley,IR3,Bnk,AllPub,Corner,Gtl,Edwards,Feedr,Norm,1Fam,2Story,10,5,2008,2008,Hip,ClyTile,Stucco,Stucco,796.0,796.0,5,3,PConc,5,3,4,GasA,5,Y,SBrkr,2,0,2,1,3,5,12,Typ,3,4,Attchd,2008.0,Fin,2,1418,3,3,Y,1,1,0,0,0,1,No Fence,No Shed,1,2008,New,Partial,11.982935344196433,11752,1,1
1299,1300,20,RL,75.0,7500,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1959,1994,Hip,CompShg,BrkFace,BrkFace,0.0,0.0,3,3,CBlock,3,3,1,GasA,5,Y,SBrkr,1,0,1,1,3,4,6,Typ,0,0,Attchd,1959.0,RFn,1,305,3,3,Y,1,0,0,0,0,0,GdPrv,No Shed,5,2010,WD,Normal,11.944714374881176,2492,0,1
1300,1301,60,RL,65.0,10762,Pave,No Alley,IR1,Lvl,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,344.0,344.0,4,3,PConc,4,3,1,GasA,5,Y,SBrkr,0,0,2,1,3,4,9,Typ,1,3,Attchd,1999.0,Fin,2,490,3,3,Y,0,0,0,0,0,0,No Fence,No Shed,5,2009,WD,Normal,12.323860125621126,2961,1,1
1301,1302,70,RL,74.0,7500,Pave,No Alley,IR1,Bnk,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,6,7,1942,1950,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,0.0,3,3,CBlock,3,3,1,GasA,2,Y,SBrkr,0,0,1,0,3,4,7,Typ,2,4,Attchd,1942.0,Unf,1,213,3,3,P,0,0,0,0,1,0,No Fence,No Shed,11,2009,WD,Normal,12.086731521684555,2265,1,1
1302,1303,60,RL,92.0,10120,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1994,1994,Hip,CompShg,VinylSd,VinylSd,391.0,391.0,4,3,PConc,4,3,1,GasA,5,Y,SBrkr,1,0,2,1,4,4,8,Typ,1,3,Attchd,1994.0,RFn,3,844,3,3,Y,1,1,0,0,0,0,No Fence,No Shed,12,2006,WD,Normal,12.577639650232573,3691,1,1
1303,1304,20,RL,73.0,8688,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,228.0,228.0,4,3,PConc,4,3,3,GasA,5,Y,SBrkr,0,0,2,0,3,4,7,Typ,0,0,Attchd,2005.0,RFn,3,834,3,3,Y,1,1,0,0,0,0,No Fence,No Shed,4,2006,WD,Normal,12.354496960983985,3232,0,1
1304,1305,160,RM,32.0,3363,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,TwnhsE,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,117.0,117.0,4,3,PConc,4,3,1,GasA,5,Y,SBrkr,0,0,2,0,3,4,7,Maj1,0,0,Detchd,2004.0,Unf,2,380,3,3,Y,0,1,0,0,0,0,No Fence,No Shed,4,2006,WD,Normal,11.775297421715827,2684,1,1
1305,1306,20,RL,108.0,13173,Pave,No Alley,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2006,2007,Hip,CompShg,VinylSd,VinylSd,300.0,300.0,4,3,PConc,5,3,1,GasA,5,Y,SBrkr,1,0,2,0,2,5,6,Typ,2,5,Attchd,2006.0,Fin,2,840,3,3,Y,1,1,0,0,0,0,No Fence,No Shed,11,2009,WD,Normal,12.691583538230217,3304,0,1
1306,1307,120,RL,48.0,6955,Pave,No Alley,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,94.0,94.0,4,3,PConc,4,3,1,GasA,5,Y,SBrkr,0,0,2,0,2,4,6,Typ,1,4,Attchd,2005.0,RFn,2,474,3,3,Y,1,1,0,0,0,0,No Fence,No Shed,9,2006,New,Partial,12.218500103788143,2736,0,1
1307,1308,20,RL,60.0,8072,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,1994,1995,Gable,CompShg,VinylSd,VinylSd,0.0,0.0,3,4,PConc,4,4,1,GasA,5,Y,SBrkr,1,0,1,0,3,3,5,Typ,0,0,Detchd,2000.0,Unf,2,480,3,3,Y,0,1,0,0,0,0,No Fence,No Shed,5,2009,WD,Normal,11.835016210489899,1980,0,1
1308,1309,20,RM,100.0,12000,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,7,1948,2005,Gable,CompShg,MetalSd,MetalSd,0.0,0.0,3,3,CBlock,3,3,1,GasA,5,Y,SBrkr,1,0,1,0,2,4,6,Typ,0,0,Attchd,1948.0,Unf,2,528,3,3,Y,0,1,0,0,0,0,GdWo,No Shed,5,2008,WD,Normal,11.898194668458823,2046,0,1
1309,1310,20,RL,66.5,7153,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,6,5,1991,1991,Gable,CompShg,HdBoard,HdBoard,88.0,88.0,3,3,CBlock,4,3,1,GasA,4,Y,SBrkr,1,0,2,0,3,4,6,Typ,0,0,Attchd,1991.0,RFn,2,496,3,3,Y,1,1,0,0,0,0,GdWo,No Shed,6,2008,WD,Normal,12.09626335986454,2572,0,1
1310,1311,20,RL,100.0,17500,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,PosA,Norm,1Fam,1Story,7,8,1959,2002,Gable,CompShg,BrkFace,HdBoard,0.0,0.0,4,4,PConc,4,3,3,GasA,3,Y,SBrkr,1,0,2,0,3,5,7,Typ,2,3,Attchd,1959.0,Fin,2,567,3,3,Y,0,1,1,0,0,0,No Fence,No Shed,5,2010,WD,Normal,12.721888795877375,3804,0,1
1311,1312,20,RL,68.0,8814,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2005,2007,Gable,CompShg,VinylSd,VinylSd,80.0,80.0,4,3,PConc,4,3,1,GasA,5,Y,SBrkr,1,0,2,0,3,4,6,Typ,0,0,Attchd,2005.0,RFn,2,508,3,3,Y,1,1,0,0,0,0,No Fence,No Shed,1,2007,New,Partial,12.220966184120165,2548,0,1
1312,1313,60,RL,91.0,9572,Pave,No Alley,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1990,1990,Gable,CompShg,Wd Sdng,Wd Sdng,336.0,336.0,4,3,PConc,5,3,1,GasA,5,Y,SBrkr,0,0,2,1,4,4,9,Typ,1,5,Attchd,1990.0,RFn,2,750,4,4,Y,1,0,0,0,0,0,No Fence,No Shed,6,2007,WD,Normal,12.618185607609803,4263,1,1
1313,1314,60,RL,108.0,14774,Pave,No Alley,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,9,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,165.0,165.0,4,3,PConc,4,3,1,GasA,5,Y,SBrkr,0,0,2,1,4,4,10,Typ,1,3,BuiltIn,1999.0,Fin,3,779,3,3,Y,1,1,0,0,0,0,No Fence,No Shed,5,2010,WD,Normal,12.716405147731708,3992,1,1
1314,1315,20,RL,60.0,8190,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,6,1954,1954,Hip,CompShg,Wd Sdng,Wd Sdng,0.0,0.0,3,3,CBlock,3,3,1,GasA,5,Y,SBrkr,1,0,1,0,3,3,5,Typ,1,3,Detchd,1956.0,Unf,1,280,3,3,Y,0,1,0,0,0,0,No Fence,No Shed,10,2007,WD,Normal,11.686887175419702,1896,0,1
1315,1316,60,RL,85.0,11075,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,6,5,1969,1969,Gable,CompShg,HdBoard,HdBoard,0.0,0.0,3,3,CBlock,2,3,2,GasA,3,Y,SBrkr,0,0,2,1,4,3,9,Typ,2,4,Attchd,1969.0,Unf,2,576,3,3,Y,1,0,0,0,0,0,No Fence,No Shed,6,2008,WD,Normal,12.239995696974733,3064,1,1
1316,1317,20,RL,61.0,10226,Pave,No Alley,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,270.0,270.0,4,3,PConc,5,3,4,GasA,5,Y,SBrkr,1,0,2,0,3,5,8,Typ,1,4,Attchd,2008.0,RFn,3,860,3,3,Y,1,1,0,0,0,0,No Fence,No Shed,1,2009,WD,Normal,12.596403811053621,3252,0,1
1317,1318,120,FV,47.0,4230,Pave,Pave,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,7,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,0.0,0.0,4,3,PConc,5,4,1,GasA,5,Y,SBrkr,0,0,2,0,2,4,5,Typ,1,4,Attchd,2006.0,RFn,2,466,3,3,Y,0,1,0,0,0,0,No Fence,No Shed,4,2007,New,Partial,12.249615734512616,2704,0,1
1318,1319,20,RL,70.0,14781,Pave,No Alley,IR2,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2001,2002,Hip,CompShg,VinylSd,VinylSd,178.0,178.0,4,3,PConc,4,3,4,GasA,5,Y,SBrkr,0,0,2,0,3,4,7,Typ,1,3,Attchd,2001.0,RFn,3,748,3,3,Y,1,1,0,0,0,0,No Fence,No Shed,8,2006,WD,Normal,12.524530013005734,3540,0,1
1319,1320,20,RL,75.0,10215,Pave,No Alley,Reg,Bnk,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,1954,1954,Hip,CompShg,Wd Sdng,Wd Sdng,132.0,132.0,3,3,PConc,3,3,1,GasA,5,Y,SBrkr,0,0,1,0,3,3,5,Typ,0,0,Attchd,1954.0,Unf,1,248,3,3,Y,0,0,0,0,0,0,No Fence,No Shed,2,2007,WD,Normal,11.6172944892629,1812,0,1
1320,1321,20,RL,70.0,8400,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,3,1957,1957,Hip,CompShg,BrkFace,BrkFace,0.0,0.0,3,3,CBlock,3,3,1,GasA,4,Y,SBrkr,1,0,1,1,3,3,6,Typ,2,4,Attchd,1957.0,RFn,2,442,3,3,Y,1,0,0,0,1,0,No Fence,No Shed,6,2009,WD,Normal,11.960817678718287,2956,0,1
1321,1322,20,RL,52.0,6627,Pave,No Alley,IR1,Lvl,AllPub,Corner,Gtl,BrkSide,Feedr,Norm,1Fam,1Story,3,6,1949,1950,Hip,CompShg,VinylSd,VinylSd,0.0,0.0,3,3,CBlock,0,0,0,Floor,3,N,SBrkr,0,0,1,0,2,3,4,Typ,0,0,Detchd,1955.0,Unf,1,287,3,2,Y,0,0,0,0,0,0,No Fence,No Shed,7,2008,WD,Normal,11.19135563385109,720,0,0
1322,1323,60,RL,107.0,10186,Pave,No Alley,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,1992,1992,Gable,CompShg,HdBoard,HdBoard,0.0,0.0,4,3,PConc,4,3,1,GasA,5,Y,SBrkr,1,0,2,1,3,4,8,Typ,1,3,Attchd,1992.0,RFn,2,564,3,3,Y,1,1,0,0,0,0,No Fence,No Shed,6,2010,WD,Normal,12.154784614286667,2673,1,1
1323,1324,30,RL,50.0,5330,Pave,No Alley,Reg,HLS,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,4,7,1940,1950,Hip,CompShg,VinylSd,VinylSd,0.0,0.0,2,3,CBlock,3,3,1,GasA,4,Y,SBrkr,0,0,1,0,2,2,5,Typ,0,0,No Garage,1979.0,No Garage,0,0,0,0,Y,1,0,0,0,0,0,No Fence,No Shed,12,2009,WD,Normal,11.320565693461432,1128,0,1
1324,1325,20,RL,75.0,9986,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,428.0,428.0,4,3,PConc,5,3,3,GasA,5,Y,SBrkr,0,0,2,0,2,4,7,Typ,1,4,Attchd,2007.0,RFn,3,895,3,3,Y,0,1,0,0,0,0,No Fence,No Shed,2,2007,New,Partial,11.898194668458823,3590,0,1
1325,1326,30,RM,40.0,3636,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,4,4,1922,1950,Gable,CompShg,AsbShng,AsbShng,0.0,0.0,3,3,BrkTil,3,2,1,GasA,2,N,SBrkr,0,0,1,0,2,3,5,Typ,0,0,No Garage,1979.0,No Garage,0,0,0,0,N,0,0,1,0,0,0,MnPrv,No Shed,1,2008,WD,Normal,10.915106645867503,1592,0,1
1326,1327,30,RH,70.0,4270,Pave,No Alley,Reg,Bnk,AllPub,Inside,Mod,Edwards,Norm,Norm,1Fam,1Story,3,6,1931,2006,Gable,CompShg,MetalSd,MetalSd,0.0,0.0,3,3,BrkTil,3,3,1,GasA,5,Y,SBrkr,0,0,1,0,3,4,6,Typ,0,0,No Garage,1979.0,No Garage,0,0,0,0,Y,0,0,1,0,0,0,No Fence,No Shed,5,2007,WD,Normal,11.277215789596893,1318,0,1
1327,1328,20,RL,60.0,6600,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,9,1982,2008,Gable,CompShg,VinylSd,VinylSd,0.0,0.0,4,4,CBlock,3,3,1,GasA,5,Y,SBrkr,0,1,1,0,3,4,5,Typ,1,5,Attchd,1982.0,Unf,1,264,3,3,Y,0,0,0,0,0,0,MnPrv,No Shed,10,2008,WD,Normal,11.779136168550774,1632,0,1
